timestamp,safety_switch_available,safety_off,override_available,override_enabled
425817732,1,1,0,0
425838604,1,1,0,0
425862858,1,1,0,0
425886723,1,1,0,0
425911005,1,1,0,0
425930949,1,1,0,0
425954619,1,1,0,0
425974760,1,1,0,0
425998570,1,1,0,0
426018557,1,1,0,0
426038856,1,1,0,0
426058611,1,1,0,0
426078602,1,1,0,0
426098714,1,1,0,0
426118905,1,1,0,0
426142628,1,1,0,0
426166566,1,1,0,0
426190731,1,1,0,0
426210732,1,1,0,0
426234552,1,1,0,0
426254913,1,1,0,0
426278902,1,1,0,0
426298613,1,1,0,0
426322559,1,1,0,0
426346565,1,1,0,0
426366585,1,1,0,0
426390760,1,1,0,0
426414579,1,1,0,0
426435161,1,1,0,0
426454729,1,1,0,0
426474742,1,1,0,0
426498746,1,1,0,0
426522537,1,1,0,0
426546641,1,1,0,0
426570546,1,1,0,0
426591030,1,1,0,0
426610724,1,1,0,0
426630708,1,1,0,0
426654575,1,1,0,0
426674755,1,1,0,0
426698568,1,1,0,0
426718568,1,1,0,0
426742617,1,1,0,0
426766559,1,1,0,0
426790912,1,1,0,0
426814618,1,1,0,0
426838611,1,1,0,0
426858696,1,1,0,0
426878617,1,1,0,0
426898708,1,1,0,0
426922550,1,1,0,0
426942841,1,1,0,0
426962538,1,1,0,0
426982763,1,1,0,0
427006535,1,1,0,0
427026533,1,1,0,0
427046856,1,1,0,0
427070757,1,1,0,0
427094532,1,1,0,0
427119136,1,1,0,0
427138605,1,1,0,0
427158608,1,1,0,0
427182571,1,1,0,0
427202568,1,1,0,0
427226896,1,1,0,0
427246584,1,1,0,0
427270769,1,1,0,0
427294719,1,1,0,0
427318604,1,1,0,0
427342573,1,1,0,0
427362572,1,1,0,0
427382874,1,1,0,0
427406857,1,1,0,0
427430731,1,1,0,0
427450732,1,1,0,0
427470742,1,1,0,0
427494746,1,1,0,0
427518594,1,1,0,0
427538612,1,1,0,0
427562704,1,1,0,0
427582712,1,1,0,0
427606578,1,1,0,0
427630719,1,1,0,0
427654572,1,1,0,0
427674705,1,1,0,0
427694933,1,1,0,0
427718717,1,1,0,0
427738720,1,1,0,0
427758726,1,1,0,0
427782532,1,1,0,0
427806592,1,1,0,0
427830759,1,1,0,0
427854896,1,1,0,0
427875072,1,1,0,0
427898622,1,1,0,0
427918740,1,1,0,0
427942574,1,1,0,0
427962555,1,1,0,0
427986634,1,1,0,0
428006861,1,1,0,0
428030719,1,1,0,0
428050706,1,1,0,0
428074707,1,1,0,0
428094695,1,1,0,0
428118581,1,1,0,0
428138617,1,1,0,0
428158604,1,1,0,0
428182601,1,1,0,0
428202571,1,1,0,0
428222598,1,1,0,0
428242612,1,1,0,0
428262611,1,1,0,0
428286545,1,1,0,0
428310708,1,1,0,0
428334549,1,1,0,0
428358574,1,1,0,0
428378904,1,1,0,0
428402532,1,1,0,0
428422898,1,1,0,0
428446532,1,1,0,0
428466542,1,1,0,0
428490758,1,1,0,0
428514578,1,1,0,0
428534555,1,1,0,0
428554720,1,1,0,0
428574719,1,1,0,0
428595092,1,1,0,0
428618760,1,1,0,0
428642605,1,1,0,0
428662706,1,1,0,0
428682879,1,1,0,0
428702917,1,1,0,0
428722597,1,1,0,0
428742736,1,1,0,0
428766606,1,1,0,0
428786900,1,1,0,0
428806616,1,1,0,0
428830738,1,1,0,0
428850738,1,1,0,0
428870738,1,1,0,0
428894714,1,1,0,0
428918858,1,1,0,0
428938600,1,1,0,0
428958586,1,1,0,0
428978727,1,1,0,0
429002608,1,1,0,0
429026856,1,1,0,0
429046863,1,1,0,0
429066550,1,1,0,0
429090738,1,1,0,0
429110762,1,1,0,0
429130759,1,1,0,0
429198613,1,1,0,0
429222534,1,1,0,0
429242856,1,1,0,0
429266605,1,1,0,0
429290747,1,1,0,0
429314866,1,1,0,0
429338594,1,1,0,0
429358870,1,1,0,0
429378782,1,1,0,0
429402545,1,1,0,0
429426615,1,1,0,0
429446570,1,1,0,0
429470699,1,1,0,0
429494895,1,1,0,0
429518585,1,1,0,0
429542595,1,1,0,0
429562605,1,1,0,0
429582609,1,1,0,0
429606578,1,1,0,0
429630724,1,1,0,0
429650825,1,1,0,0
429671200,1,1,0,0
429694539,1,1,0,0
429714535,1,1,0,0
429738597,1,1,0,0
429758618,1,1,0,0
429782858,1,1,0,0
429802531,1,1,0,0
429822533,1,1,0,0
429846543,1,1,0,0
429870752,1,1,0,0
429894588,1,1,0,0
429918605,1,1,0,0
429942547,1,1,0,0
429962861,1,1,0,0
429986578,1,1,0,0
430006612,1,1,0,0
430030607,1,1,0,0
430050732,1,1,0,0
430074708,1,1,0,0
430098746,1,1,0,0
430123384,1,1,0,0
430147421,1,1,0,0
430167523,1,1,0,0
430191916,1,1,0,0
430215374,1,1,0,0
430235531,1,1,0,0
430259381,1,1,0,0
430279345,1,1,0,0
430303520,1,1,0,0
430327358,1,1,0,0
430351568,1,1,0,0
430375563,1,1,0,0
430399762,1,1,0,0
430419521,1,1,0,0
430443396,1,1,0,0
430463747,1,1,0,0
430483412,1,1,0,0
430503713,1,1,0,0
430527371,1,1,0,0
430547372,1,1,0,0
430567390,1,1,0,0
430591676,1,1,0,0
430615344,1,1,0,0
430639421,1,1,0,0
430663376,1,1,0,0
430687408,1,1,0,0
430711953,1,1,0,0
430735389,1,1,0,0
430759431,1,1,0,0
430779538,1,1,0,0
430799509,1,1,0,0
430823661,1,1,0,0
430843496,1,1,0,0
430867699,1,1,0,0
430887371,1,1,0,0
430911541,1,1,0,0
430935378,1,1,0,0
430959405,1,1,0,0
430979357,1,1,0,0
431003670,1,1,0,0
431023674,1,1,0,0
431043535,1,1,0,0
431067332,1,1,0,0
431087332,1,1,0,0
431111952,1,1,0,0
431135367,1,1,0,0
431155537,1,1,0,0
431175582,1,1,0,0
431195572,1,1,0,0
431215598,1,1,0,0
431239367,1,1,0,0
431259392,1,1,0,0
431283551,1,1,0,0
431307375,1,1,0,0
431327662,1,1,0,0
431351553,1,1,0,0
431371652,1,1,0,0
431391965,1,1,0,0
431415354,1,1,0,0
431435681,1,1,0,0
431455332,1,1,0,0
431479428,1,1,0,0
431503376,1,1,0,0
431527385,1,1,0,0
431551673,1,1,0,0
431575536,1,1,0,0
431599693,1,1,0,0
431623334,1,1,0,0
431647445,1,1,0,0
431671544,1,1,0,0
431695530,1,1,0,0
431719388,1,1,0,0
431743419,1,1,0,0
431767415,1,1,0,0
431787560,1,1,0,0
431811397,1,1,0,0
431831935,1,1,0,0
431855560,1,1,0,0
431879374,1,1,0,0
431899336,1,1,0,0
431919515,1,1,0,0
431943417,1,1,0,0
431967405,1,1,0,0
431987375,1,1,0,0
432011889,1,1,0,0
432031538,1,1,0,0
432055382,1,1,0,0
432079411,1,1,0,0
432099502,1,1,0,0
432123381,1,1,0,0
432143515,1,1,0,0
432167502,1,1,0,0
432187487,1,1,0,0
432211642,1,1,0,0
432231669,1,1,0,0
432255396,1,1,0,0
432275384,1,1,0,0
432295378,1,1,0,0
432319336,1,1,0,0
432343377,1,1,0,0
432367519,1,1,0,0
432387544,1,1,0,0
432411574,1,1,0,0
432431562,1,1,0,0
432455382,1,1,0,0
432475559,1,1,0,0
432499333,1,1,0,0
432519355,1,1,0,0
432543375,1,1,0,0
432563383,1,1,0,0
432583513,1,1,0,0
432607371,1,1,0,0
432631553,1,1,0,0
432651535,1,1,0,0
432671550,1,1,0,0
432691692,1,1,0,0
432715525,1,1,0,0
432739519,1,1,0,0
432763378,1,1,0,0
432787557,1,1,0,0
432811658,1,1,0,0
432835384,1,1,0,0
432855366,1,1,0,0
432879418,1,1,0,0
432899435,1,1,0,0
432923341,1,1,0,0
432943382,1,1,0,0
432963370,1,1,0,0
432983655,1,1,0,0
433003382,1,1,0,0
433027527,1,1,0,0
433051684,1,1,0,0
433071535,1,1,0,0
433095395,1,1,0,0
433115406,1,1,0,0
433135377,1,1,0,0
433155382,1,1,0,0
433175526,1,1,0,0
433199691,1,1,0,0
433219341,1,1,0,0
433243518,1,1,0,0
433263385,1,1,0,0
433287364,1,1,0,0
433311696,1,1,0,0
433331726,1,1,0,0
433351688,1,1,0,0
433375433,1,1,0,0
433395537,1,1,0,0
433419379,1,1,0,0
433439386,1,1,0,0
433459434,1,1,0,0
433483575,1,1,0,0
433507392,1,1,0,0
433527670,1,1,0,0
433547481,1,1,0,0
433571666,1,1,0,0
433591731,1,1,0,0
433615409,1,1,0,0
433635500,1,1,0,0
433659414,1,1,0,0
433683665,1,1,0,0
433703740,1,1,0,0
433723364,1,1,0,0
433747500,1,1,0,0
433771540,1,1,0,0
433791545,1,1,0,0
433815448,1,1,0,0
433839651,1,1,0,0
433863358,1,1,0,0
433883669,1,1,0,0
433903395,1,1,0,0
433927367,1,1,0,0
433947525,1,1,0,0
433971534,1,1,0,0
433991902,1,1,0,0
434011577,1,1,0,0
434035582,1,1,0,0
434059332,1,1,0,0
434079332,1,1,0,0
434099656,1,1,0,0
434119414,1,1,0,0
434143541,1,1,0,0
434167374,1,1,0,0
434191702,1,1,0,0
434215348,1,1,0,0
434239504,1,1,0,0
434263367,1,1,0,0
434283371,1,1,0,0
434307408,1,1,0,0
434327506,1,1,0,0
434351933,1,1,0,0
434375527,1,1,0,0
434395535,1,1,0,0
434419369,1,1,0,0
434439399,1,1,0,0
434459694,1,1,0,0
434483336,1,1,0,0
434503338,1,1,0,0
434523399,1,1,0,0
434543537,1,1,0,0
434567656,1,1,0,0
434587560,1,1,0,0
434611539,1,1,0,0
434631566,1,1,0,0
434655437,1,1,0,0
434676175,1,1,0,0
434699350,1,1,0,0
434719411,1,1,0,0
434743513,1,1,0,0
434763433,1,1,0,0
434787518,1,1,0,0
434811695,1,1,0,0
434835668,1,1,0,0
434859393,1,1,0,0
434879351,1,1,0,0
434899369,1,1,0,0
434920139,1,1,0,0
434944199,1,1,0,0
434964472,1,1,0,0
434988610,1,1,0,0
435012414,1,1,0,0
435032386,1,1,0,0
435056136,1,1,0,0
435076213,1,1,0,0
435100310,1,1,0,0
435124138,1,1,0,0
435144511,1,1,0,0
435168189,1,1,0,0
435188298,1,1,0,0
435208368,1,1,0,0
435232324,1,1,0,0
435256489,1,1,0,0
435276331,1,1,0,0
435296333,1,1,0,0
435320230,1,1,0,0
435344331,1,1,0,0
435368189,1,1,0,0
435388188,1,1,0,0
435412587,1,1,0,0
435432595,1,1,0,0
435456231,1,1,0,0
435476348,1,1,0,0
435496464,1,1,0,0
435520186,1,1,0,0
435544378,1,1,0,0
435568474,1,1,0,0
435588328,1,1,0,0
435608343,1,1,0,0
435632195,1,1,0,0
435656149,1,1,0,0
435676319,1,1,0,0
435696319,1,1,0,0
435720498,1,1,0,0
435744402,1,1,0,0
435768188,1,1,0,0
435792670,1,1,0,0
435812358,1,1,0,0
435832788,1,1,0,0
435856218,1,1,0,0
435876332,1,1,0,0
435900475,1,1,0,0
435920241,1,1,0,0
435940331,1,1,0,0
435964182,1,1,0,0
435984319,1,1,0,0
436008525,1,1,0,0
436028313,1,1,0,0
436048344,1,1,0,0
436072293,1,1,0,0
436092501,1,1,0,0
436112362,1,1,0,0
436136219,1,1,0,0
436156216,1,1,0,0
436180150,1,1,0,0
436204216,1,1,0,0
436224506,1,1,0,0
436244265,1,1,0,0
436268173,1,1,0,0
436292348,1,1,0,0
436316210,1,1,0,0
436336308,1,1,0,0
436360183,1,1,0,0
436384351,1,1,0,0
436408591,1,1,0,0
436432350,1,1,0,0
436456175,1,1,0,0
436476525,1,1,0,0
436500162,1,1,0,0
436524144,1,1,0,0
436544218,1,1,0,0
436568325,1,1,0,0
436592358,1,1,0,0
436616462,1,1,0,0
436636366,1,1,0,0
436660163,1,1,0,0
436684205,1,1,0,0
436704146,1,1,0,0
436724218,1,1,0,0
436744319,1,1,0,0
436768302,1,1,0,0
436788189,1,1,0,0
436808353,1,1,0,0
436832316,1,1,0,0
436856220,1,1,0,0
436876558,1,1,0,0
436896358,1,1,0,0
436920205,1,1,0,0
436940174,1,1,0,0
436960177,1,1,0,0
436980732,1,1,0,0
437004312,1,1,0,0
437024208,1,1,0,0
437048358,1,1,0,0
437072331,1,1,0,0
437092392,1,1,0,0
437116153,1,1,0,0
437136466,1,1,0,0
437156185,1,1,0,0
437176319,1,1,0,0
437200340,1,1,0,0
437224135,1,1,0,0
437244319,1,1,0,0
437268465,1,1,0,0
437288216,1,1,0,0
437312377,1,1,0,0
437332329,1,1,0,0
437356155,1,1,0,0
437376511,1,1,0,0
437400358,1,1,0,0
437424147,1,1,0,0
437444295,1,1,0,0
437468215,1,1,0,0
437488330,1,1,0,0
437512317,1,1,0,0
437536184,1,1,0,0
437556515,1,1,0,0
437580188,1,1,0,0
437600295,1,1,0,0
437624213,1,1,0,0
437644342,1,1,0,0
437668135,1,1,0,0
437692448,1,1,0,0
437716173,1,1,0,0
437736469,1,1,0,0
437760467,1,1,0,0
437784371,1,1,0,0
437808501,1,1,0,0
437828212,1,1,0,0
437848329,1,1,0,0
437872355,1,1,0,0
437892358,1,1,0,0
437912366,1,1,0,0
437932345,1,1,0,0
437956174,1,1,0,0
437976301,1,1,0,0
437996305,1,1,0,0
438020475,1,1,0,0
438044333,1,1,0,0
438068316,1,1,0,0
438092324,1,1,0,0
438116186,1,1,0,0
438140390,1,1,0,0
438164220,1,1,0,0
438184192,1,1,0,0
438204458,1,1,0,0
438228512,1,1,0,0
438248365,1,1,0,0
438272190,1,1,0,0
438292220,1,1,0,0
438312662,1,1,0,0
438332660,1,1,0,0
438356245,1,1,0,0
438376375,1,1,0,0
438400261,1,1,0,0
438424212,1,1,0,0
438444214,1,1,0,0
438464237,1,1,0,0
438488659,1,1,0,0
438512341,1,1,0,0
438536176,1,1,0,0
438556189,1,1,0,0
438576179,1,1,0,0
438596340,1,1,0,0
438620210,1,1,0,0
438644412,1,1,0,0
438668193,1,1,0,0
438688327,1,1,0,0
438712381,1,1,0,0
438732382,1,1,0,0
438756463,1,1,0,0
438776517,1,1,0,0
438800339,1,1,0,0
438824206,1,1,0,0
438844318,1,1,0,0
438868225,1,1,0,0
438888459,1,1,0,0
438908225,1,1,0,0
438928317,1,1,0,0
438952279,1,1,0,0
438972307,1,1,0,0
438992307,1,1,0,0
439016475,1,1,0,0
439040341,1,1,0,0
439064189,1,1,0,0
439084178,1,1,0,0
439104541,1,1,0,0
439124203,1,1,0,0
439144312,1,1,0,0
439168171,1,1,0,0
439192331,1,1,0,0
439216145,1,1,0,0
439236151,1,1,0,0
439256146,1,1,0,0
439276742,1,1,0,0
439300183,1,1,0,0
439320494,1,1,0,0
439340201,1,1,0,0
439360307,1,1,0,0
439384560,1,1,0,0
439408170,1,1,0,0
439429464,1,1,0,0
439449134,1,1,0,0
439469290,1,1,0,0
439493149,1,1,0,0
439516976,1,1,0,0
439537263,1,1,0,0
439560987,1,1,0,0
439581010,1,1,0,0
439604967,1,1,0,0
439629137,1,1,0,0
439652972,1,1,0,0
439673137,1,1,0,0
439697470,1,1,0,0
439720949,1,1,0,0
439740975,1,1,0,0
439760976,1,1,0,0
439781019,1,1,0,0
439804967,1,1,0,0
439825302,1,1,0,0
439845125,1,1,0,0
439869126,1,1,0,0
439892941,1,1,0,0
439913122,1,1,0,0
439936998,1,1,0,0
439957265,1,1,0,0
439976949,1,1,0,0
439996948,1,1,0,0
440020995,1,1,0,0
440045139,1,1,0,0
440069122,1,1,0,0
440093123,1,1,0,0
440116991,1,1,0,0
440137006,1,1,0,0
440156994,1,1,0,0
440177107,1,1,0,0
440197108,1,1,0,0
440221312,1,1,0,0
440241031,1,1,0,0
440261039,1,1,0,0
440284932,1,1,0,0
440304997,1,1,0,0
440329464,1,1,0,0
440349136,1,1,0,0
440373284,1,1,0,0
440396982,1,1,0,0
440420992,1,1,0,0
440445149,1,1,0,0
440469157,1,1,0,0
440493112,1,1,0,0
440513138,1,1,0,0
440537022,1,1,0,0
440557015,1,1,0,0
440577058,1,1,0,0
440597154,1,1,0,0
440620979,1,1,0,0
440641000,1,1,0,0
440665015,1,1,0,0
440685006,1,1,0,0
440708966,1,1,0,0
440729132,1,1,0,0
440753004,1,1,0,0
440777142,1,1,0,0
440800987,1,1,0,0
440825012,1,1,0,0
440849140,1,1,0,0
440869481,1,1,0,0
440893159,1,1,0,0
440916971,1,1,0,0
440936992,1,1,0,0
440957010,1,1,0,0
440977285,1,1,0,0
440996991,1,1,0,0
441020969,1,1,0,0
441041152,1,1,0,0
441064989,1,1,0,0
441089163,1,1,0,0
441109162,1,1,0,0
441132955,1,1,0,0
441152955,1,1,0,0
441173147,1,1,0,0
441197113,1,1,0,0
441220952,1,1,0,0
441240992,1,1,0,0
441261313,1,1,0,0
441284994,1,1,0,0
441309143,1,1,0,0
441329186,1,1,0,0
441349187,1,1,0,0
441373475,1,1,0,0
441397017,1,1,0,0
441420954,1,1,0,0
441441153,1,1,0,0
441464983,1,1,0,0
441489109,1,1,0,0
441509106,1,1,0,0
441529118,1,1,0,0
441553263,1,1,0,0
441573451,1,1,0,0
441593110,1,1,0,0
441616969,1,1,0,0
441641030,1,1,0,0
441664964,1,1,0,0
441689107,1,1,0,0
441709117,1,1,0,0
441729120,1,1,0,0
441752993,1,1,0,0
441773123,1,1,0,0
441796989,1,1,0,0
441816995,1,1,0,0
441841274,1,1,0,0
441865001,1,1,0,0
441884951,1,1,0,0
441909164,1,1,0,0
441932970,1,1,0,0
441953003,1,1,0,0
441977151,1,1,0,0
442000969,1,1,0,0
442025103,1,1,0,0
442049137,1,1,0,0
442069136,1,1,0,0
442093288,1,1,0,0
442113122,1,1,0,0
442136958,1,1,0,0
442161000,1,1,0,0
442185160,1,1,0,0
442209151,1,1,0,0
442233151,1,1,0,0
442256967,1,1,0,0
442276979,1,1,0,0
442296973,1,1,0,0
442316976,1,1,0,0
442336995,1,1,0,0
442361123,1,1,0,0
442385134,1,1,0,0
442409339,1,1,0,0
442429140,1,1,0,0
442453260,1,1,0,0
442473134,1,1,0,0
442496976,1,1,0,0
442520987,1,1,0,0
442540961,1,1,0,0
442561273,1,1,0,0
442584983,1,1,0,0
442609213,1,1,0,0
442629185,1,1,0,0
442653005,1,1,0,0
442673134,1,1,0,0
442697030,1,1,0,0
442721322,1,1,0,0
442741272,1,1,0,0
442764971,1,1,0,0
442853014,1,1,0,0
442873107,1,1,0,0
442893095,1,1,0,0
442916938,1,1,0,0
442936945,1,1,0,0
442961001,1,1,0,0
442985258,1,1,0,0
443009167,1,1,0,0
443033142,1,1,0,0
443056986,1,1,0,0
443077017,1,1,0,0
443101325,1,1,0,0
443121028,1,1,0,0
443145147,1,1,0,0
443169139,1,1,0,0
443189104,1,1,0,0
443212937,1,1,0,0
443232947,1,1,0,0
443256973,1,1,0,0
443281247,1,1,0,0
443300949,1,1,0,0
443324962,1,1,0,0
443345136,1,1,0,0
443365787,1,1,0,0
443386120,1,1,0,0
443409972,1,1,0,0
443433808,1,1,0,0
443458071,1,1,0,0
443477812,1,1,0,0
443497810,1,1,0,0
443521752,1,1,0,0
443541813,1,1,0,0
443566140,1,1,0,0
443585782,1,1,0,0
443605811,1,1,0,0
443625967,1,1,0,0
443649916,1,1,0,0
443670114,1,1,0,0
443694109,1,1,0,0
443717975,1,1,0,0
443741927,1,1,0,0
443766074,1,1,0,0
443789941,1,1,0,0
443809938,1,1,0,0
443833782,1,1,0,0
443857786,1,1,0,0
443877954,1,1,0,0
443901827,1,1,0,0
443922059,1,1,0,0
443941956,1,1,0,0
443965770,1,1,0,0
443985927,1,1,0,0
444005967,1,1,0,0
444029907,1,1,0,0
444049910,1,1,0,0
444073940,1,1,0,0
444097797,1,1,0,0
444121794,1,1,0,0
444142107,1,1,0,0
444161797,1,1,0,0
444182086,1,1,0,0
444201795,1,1,0,0
444226104,1,1,0,0
444250335,1,1,0,0
444273950,1,1,0,0
444293945,1,1,0,0
444317738,1,1,0,0
444338065,1,1,0,0
444358048,1,1,0,0
444377947,1,1,0,0
444397937,1,1,0,0
444421762,1,1,0,0
444442246,1,1,0,0
444466124,1,1,0,0
444489933,1,1,0,0
444509935,1,1,0,0
444529933,1,1,0,0
444553770,1,1,0,0
444574271,1,1,0,0
444598286,1,1,0,0
444621835,1,1,0,0
444646161,1,1,0,0
444669931,1,1,0,0
444689931,1,1,0,0
444713741,1,1,0,0
444733753,1,1,0,0
444754324,1,1,0,0
444774100,1,1,0,0
444797937,1,1,0,0
444821789,1,1,0,0
444841753,1,1,0,0
444865767,1,1,0,0
444885805,1,1,0,0
444905802,1,1,0,0
444925790,1,1,0,0
444945941,1,1,0,0
444966077,1,1,0,0
444989922,1,1,0,0
445009917,1,1,0,0
445029931,1,1,0,0
445053916,1,1,0,0
445073931,1,1,0,0
445097735,1,1,0,0
445118058,1,1,0,0
445137772,1,1,0,0
445161814,1,1,0,0
445186057,1,1,0,0
445209930,1,1,0,0
445233830,1,1,0,0
445253921,1,1,0,0
445274378,1,1,0,0
445297915,1,1,0,0
445321824,1,1,0,0
445341933,1,1,0,0
445366102,1,1,0,0
445389930,1,1,0,0
445413751,1,1,0,0
445438065,1,1,0,0
445457804,1,1,0,0
445477806,1,1,0,0
445501753,1,1,0,0
445521791,1,1,0,0
445541777,1,1,0,0
445561800,1,1,0,0
445582360,1,1,0,0
445605968,1,1,0,0
445630086,1,1,0,0
445654104,1,1,0,0
445673926,1,1,0,0
445697818,1,1,0,0
445721766,1,1,0,0
445742059,1,1,0,0
445762056,1,1,0,0
445781917,1,1,0,0
445801925,1,1,0,0
445825784,1,1,0,0
445846109,1,1,0,0
445870068,1,1,0,0
445893923,1,1,0,0
445917738,1,1,0,0
445937739,1,1,0,0
445961813,1,1,0,0
445985790,1,1,0,0
446009941,1,1,0,0
446033959,1,1,0,0
446057732,1,1,0,0
446077740,1,1,0,0
446097793,1,1,0,0
446117816,1,1,0,0
446141812,1,1,0,0
446165807,1,1,0,0
446185759,1,1,0,0
446205743,1,1,0,0
446225780,1,1,0,0
446245924,1,1,0,0
446269949,1,1,0,0
446289970,1,1,0,0
446314105,1,1,0,0
446338062,1,1,0,0
446357818,1,1,0,0
446377947,1,1,0,0
446401928,1,1,0,0
446425927,1,1,0,0
446450106,1,1,0,0
446473931,1,1,0,0
446497974,1,1,0,0
446521782,1,1,0,0
446541805,1,1,0,0
446561802,1,1,0,0
446585821,1,1,0,0
446609925,1,1,0,0
446629931,1,1,0,0
446653780,1,1,0,0
446674193,1,1,0,0
446698059,1,1,0,0
446721903,1,1,0,0
446745919,1,1,0,0
446766092,1,1,0,0
446789930,1,1,0,0
446813762,1,1,0,0
446837909,1,1,0,0
446857757,1,1,0,0
446878077,1,1,0,0
446897782,1,1,0,0
446921803,1,1,0,0
446941754,1,1,0,0
446961753,1,1,0,0
446986344,1,1,0,0
447005800,1,1,0,0
447025794,1,1,0,0
447045898,1,1,0,0
447069908,1,1,0,0
447094136,1,1,0,0
447117920,1,1,0,0
447142092,1,1,0,0
447166103,1,1,0,0
447185824,1,1,0,0
447209929,1,1,0,0
447233782,1,1,0,0
447253930,1,1,0,0
447274265,1,1,0,0
447298059,1,1,0,0
447321900,1,1,0,0
447341799,1,1,0,0
447365781,1,1,0,0
447385737,1,1,0,0
447409937,1,1,0,0
447429925,1,1,0,0
447449930,1,1,0,0
447470047,1,1,0,0
447493757,1,1,0,0
447513740,1,1,0,0
447533740,1,1,0,0
447553733,1,1,0,0
447573947,1,1,0,0
447598109,1,1,0,0
447621787,1,1,0,0
447645775,1,1,0,0
447670175,1,1,0,0
447689955,1,1,0,0
447714059,1,1,0,0
447733908,1,1,0,0
447754548,1,1,0,0
447774731,1,1,0,0
447794730,1,1,0,0
447818886,1,1,0,0
447842536,1,1,0,0
447862576,1,1,0,0
447882591,1,1,0,0
447906577,1,1,0,0
447926707,1,1,0,0
447950709,1,1,0,0
447970716,1,1,0,0
447995038,1,1,0,0
448018618,1,1,0,0
448038570,1,1,0,0
448062572,1,1,0,0
448082886,1,1,0,0
448106617,1,1,0,0
448126708,1,1,0,0
448146870,1,1,0,0
448170816,1,1,0,0
448190930,1,1,0,0
448214717,1,1,0,0
448234714,1,1,0,0
448254722,1,1,0,0
448274712,1,1,0,0
448294710,1,1,0,0
448318926,1,1,0,0
448338695,1,1,0,0
448362546,1,1,0,0
448386546,1,1,0,0
448410643,1,1,0,0
448430756,1,1,0,0
448450643,1,1,0,0
448470748,1,1,0,0
448494599,1,1,0,0
448518623,1,1,0,0
448542540,1,1,0,0
448566719,1,1,0,0
448590733,1,1,0,0
448610737,1,1,0,0
448634532,1,1,0,0
448654858,1,1,0,0
448674848,1,1,0,0
448694726,1,1,0,0
448718748,1,1,0,0
448742554,1,1,0,0
448762579,1,1,0,0
448786858,1,1,0,0
448806861,1,1,0,0
448830731,1,1,0,0
448850732,1,1,0,0
448874735,1,1,0,0
448894935,1,1,0,0
448918576,1,1,0,0
448942576,1,1,0,0
448966919,1,1,0,0
448990835,1,1,0,0
449014876,1,1,0,0
449034548,1,1,0,0
449058563,1,1,0,0
449078578,1,1,0,0
449098599,1,1,0,0
449122604,1,1,0,0
449142548,1,1,0,0
449166554,1,1,0,0
449186563,1,1,0,0
449206596,1,1,0,0
449230746,1,1,0,0
449254894,1,1,0,0
449274932,1,1,0,0
449298743,1,1,0,0
449322563,1,1,0,0
449342579,1,1,0,0
449366622,1,1,0,0
449386701,1,1,0,0
449410571,1,1,0,0
449431039,1,1,0,0
449450730,1,1,0,0
449474707,1,1,0,0
449498708,1,1,0,0
449522551,1,1,0,0
449542879,1,1,0,0
449562586,1,1,0,0
449582569,1,1,0,0
449602574,1,1,0,0
449626567,1,1,0,0
449646557,1,1,0,0
449670872,1,1,0,0
449691042,1,1,0,0
449710707,1,1,0,0
449730732,1,1,0,0
449754542,1,1,0,0
449930848,1,1,0,0
449950874,1,1,0,0
449974919,1,1,0,0
449994746,1,1,0,0
450018612,1,1,0,0
450038753,1,1,0,0
450058734,1,1,0,0
450082856,1,1,0,0
450102866,1,1,0,0
450126734,1,1,0,0
450146734,1,1,0,0
450170734,1,1,0,0
450191026,1,1,0,0
450210731,1,1,0,0
450234583,1,1,0,0
450254711,1,1,0,0
450274746,1,1,0,0
450294647,1,1,0,0
450318588,1,1,0,0
450338579,1,1,0,0
450362935,1,1,0,0
450382595,1,1,0,0
450406871,1,1,0,0
450426599,1,1,0,0
450446719,1,1,0,0
450470751,1,1,0,0
450494546,1,1,0,0
450514898,1,1,0,0
450538738,1,1,0,0
450558725,1,1,0,0
450582727,1,1,0,0
450606719,1,1,0,0
450630756,1,1,0,0
450650882,1,1,0,0
450674916,1,1,0,0
450698736,1,1,0,0
450718630,1,1,0,0
450742549,1,1,0,0
450766942,1,1,0,0
450786597,1,1,0,0
450806604,1,1,0,0
450830965,1,1,0,0
450850722,1,1,0,0
450875076,1,1,0,0
450894737,1,1,0,0
450918695,1,1,0,0
450942611,1,1,0,0
450962696,1,1,0,0
450982937,1,1,0,0
451006695,1,1,0,0
451030726,1,1,0,0
451050725,1,1,0,0
451074725,1,1,0,0
451098609,1,1,0,0
451122597,1,1,0,0
451142869,1,1,0,0
451166532,1,1,0,0
451186574,1,1,0,0
451210586,1,1,0,0
451230736,1,1,0,0
451254542,1,1,0,0
451274717,1,1,0,0
451298904,1,1,0,0
451322532,1,1,0,0
451342856,1,1,0,0
451362532,1,1,0,0
451382546,1,1,0,0
451406595,1,1,0,0
451430765,1,1,0,0
451454854,1,1,0,0
451474613,1,1,0,0
451498592,1,1,0,0
451518593,1,1,0,0
451538749,1,1,0,0
451559137,1,1,0,0
451578759,1,1,0,0
451602603,1,1,0,0
451626591,1,1,0,0
451650754,1,1,0,0
451674613,1,1,0,0
451694615,1,1,0,0
451718587,1,1,0,0
451738869,1,1,0,0
451762902,1,1,0,0
451782608,1,1,0,0
451802609,1,1,0,0
